iat,load_pct,maf,throttle,Speed (OBD)(km/h),Engine RPM(rpm),temp,imei, Latitude, Longitude, Device Time
0,0,0,1.0375,0,1037.5,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:27
0,0,0,1.0375,0,1037.5,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:28
0,0,0,1.0375,0,1037.5,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:28
0,0,0,1.025,0,1025,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:28
0,0,0,1.025,0,1025,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:28
0,0,0,1.025,0,1025,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:28
0,0,0,1.0375,0,1037.5,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:28
0,0,0,1.025,0,1025,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:28
0,0,0,1.025,0,1025,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:29
0,0,0,1.025,0,1025,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:29
0,0,0,1.025,0,1025,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:29
0,0,0,1.025,0,1025,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:29
0,0,0,1.025,0,1025,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:29
0,0,0,1.0375,0,1037.5,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:29
0,0,0,1.05,0,1050,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:29
0,0,0,1.0375,0,1037.5,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:30
0,0,0,1.025,0,1025,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:30
0,0,0,1.025,0,1025,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:30
0,0,0,1.025,0,1025,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:30
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:30
0,0,0,1.025,0,1025,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:30
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:31
0,0,0,1.025,0,1025,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:31
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:31
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:31
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:31
0,0,0,1.025,0,1025,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:31
0,0,0,1.025,0,1025,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:31
0,0,0,1,0,1000,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:32
0,0,0,1,0,1000,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:32
0,0,0,1,0,1000,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:32
0,0,0,1,0,1000,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:32
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:32
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50906154,73.79185243,2015-07-26 20:00:32
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50943527,73.79139154,2015-07-26 20:00:32
0,0,0,1.025,0,1025,0,865645025450129,18.50943527,73.79139154,2015-07-26 20:00:32
0,0,0,1.025,0,1025,0,865645025450129,18.50943527,73.79139154,2015-07-26 20:00:33
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50943527,73.79139154,2015-07-26 20:00:33
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50943527,73.79139154,2015-07-26 20:00:33
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50943527,73.79139154,2015-07-26 20:00:33
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50943527,73.79139154,2015-07-26 20:00:33
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50943527,73.79139154,2015-07-26 20:00:33
0,0,0,1.025,0,1025,0,865645025450129,18.50943527,73.79139154,2015-07-26 20:00:33
0,0,0,1.025,0,1025,0,865645025450129,18.50943527,73.79139154,2015-07-26 20:00:33
0,0,0,1.025,0,1025,0,865645025450129,18.50943527,73.79139154,2015-07-26 20:00:33
0,0,0,1.025,0,1025,0,865645025450129,18.50943527,73.79139154,2015-07-26 20:00:34
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50943527,73.79139154,2015-07-26 20:00:34
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50943527,73.79139154,2015-07-26 20:00:34
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50943527,73.79139154,2015-07-26 20:00:34
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50943527,73.79139154,2015-07-26 20:00:34
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50943527,73.79139154,2015-07-26 20:00:34
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50942167,73.79138372,2015-07-26 20:00:34
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50942167,73.79138372,2015-07-26 20:00:34
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50942167,73.79138372,2015-07-26 20:00:35
0,0,0,1,0,1000,0,865645025450129,18.50942167,73.79138372,2015-07-26 20:00:35
0,0,0,1,0,1000,0,865645025450129,18.50942167,73.79138372,2015-07-26 20:00:35
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50942167,73.79138372,2015-07-26 20:00:35
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50942167,73.79138372,2015-07-26 20:00:35
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50942167,73.79138372,2015-07-26 20:00:35
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50942167,73.79138372,2015-07-26 20:00:35
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50942167,73.79138372,2015-07-26 20:00:36
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50942167,73.79138372,2015-07-26 20:00:36
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50942167,73.79138372,2015-07-26 20:00:36
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50942167,73.79138372,2015-07-26 20:00:36
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50942167,73.79138372,2015-07-26 20:00:36
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50942167,73.79138372,2015-07-26 20:00:36
0,0,0,1,0,1000,0,865645025450129,18.50942167,73.79138372,2015-07-26 20:00:36
0,0,0,1,0,1000,0,865645025450129,18.50942167,73.79138372,2015-07-26 20:00:36
0,0,0,0.9875,0,987.5,0,865645025450129,18.50942167,73.79138372,2015-07-26 20:00:37
0,0,0,1,0,1000,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:37
0,0,0,1,0,1000,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:37
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:37
0,0,0,1.025,0,1025,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:37
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:37
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:37
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:38
0,0,0,1,0,1000,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:38
0,0,0,1,0,1000,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:38
0,0,0,1,0,1000,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:38
0,0,0,1,0,1000,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:38
0,0,0,0.9875,0,987.5,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:38
0,0,0,0.9875,0,987.5,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:38
0,0,0,0.9875,0,987.5,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:38
0,0,0,1,0,1000,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:39
0,0,0,1,0,1000,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:39
0,0,0,1,0,1000,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:39
0,0,0,1,0,1000,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:39
0,0,0,1,0,1000,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:39
0,0,0,1,0,1000,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:39
0,0,0,1,0,1000,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:39
0,0,0,1,0,1000,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:40
0,0,0,0.9875,0,987.5,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:40
0,0,0,0.9875,0,987.5,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:40
0,0,0,1,0,1000,0,865645025450129,18.50942073,73.79137425,2015-07-26 20:00:40
0,0,0,1,0,1000,0,865645025450129,18.50940655,73.79132581,2015-07-26 20:00:40
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50940655,73.79132581,2015-07-26 20:00:40
0,0,0,1,0,1000,0,865645025450129,18.50940655,73.79132581,2015-07-26 20:00:40
0,0,0,0.975,0,975,0,865645025450129,18.50940655,73.79132581,2015-07-26 20:00:40
0,0,0,0.9625,0,962.5,0,865645025450129,18.50940655,73.79132581,2015-07-26 20:00:41
0,0,0,0.9625,0,962.5,0,865645025450129,18.50940655,73.79132581,2015-07-26 20:00:41
0,0,0,0.975,0,975,0,865645025450129,18.50940655,73.79132581,2015-07-26 20:00:41
0,0,0,0.9875,0,987.5,0,865645025450129,18.50940655,73.79132581,2015-07-26 20:00:41
0,0,0,1,0,1000,0,865645025450129,18.50940655,73.79132581,2015-07-26 20:00:41
0,0,0,1,0,1000,0,865645025450129,18.50940655,73.79132581,2015-07-26 20:00:41
0,0,0,1,0,1000,0,865645025450129,18.50940442,73.7913078,2015-07-26 20:00:41
0,0,0,1,0,1000,0,865645025450129,18.50940442,73.7913078,2015-07-26 20:00:41
0,0,0,0.9875,0,987.5,0,865645025450129,18.50940442,73.7913078,2015-07-26 20:00:42
0,0,0,0.9875,0,987.5,0,865645025450129,18.50940442,73.7913078,2015-07-26 20:00:42
0,0,0,0.9875,0,987.5,0,865645025450129,18.50940442,73.7913078,2015-07-26 20:00:42
0,0,0,0.9875,0,987.5,0,865645025450129,18.50940442,73.7913078,2015-07-26 20:00:42
0,0,0,1,0,1000,0,865645025450129,18.50940442,73.7913078,2015-07-26 20:00:42
0,0,0,0.9875,0,987.5,0,865645025450129,18.50940442,73.7913078,2015-07-26 20:00:42
0,0,0,0.9875,0,987.5,0,865645025450129,18.50940442,73.7913078,2015-07-26 20:00:42
0,0,0,0.9875,0,987.5,0,865645025450129,18.50940442,73.7913078,2015-07-26 20:00:42
0,0,0,0.9875,0,987.5,0,865645025450129,18.50940442,73.7913078,2015-07-26 20:00:43
0,0,0,1,0,1000,0,865645025450129,18.50940442,73.7913078,2015-07-26 20:00:43
0,0,0,1,0,1000,0,865645025450129,18.50940442,73.7913078,2015-07-26 20:00:43
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50940442,73.7913078,2015-07-26 20:00:43
0,0,0,1.0125,0,1012.5,0,865645025450129,18.50940442,73.7913078,2015-07-26 20:00:43
0,0,0,1,0,1000,0,865645025450129,18.50940442,73.7913078,2015-07-26 20:00:43
0,0,0,1,0,1000,0,865645025450129,18.50940442,73.7913078,2015-07-26 20:00:43
0,0,0,1,0,1000,0,865645025450129,18.50938448,73.79129313,2015-07-26 20:00:43
0,0,0,1,0,1000,0,865645025450129,18.50938448,73.79129313,2015-07-26 20:00:43
0,0,0,0.9,0,900,0,865645025450129,18.50938448,73.79129313,2015-07-26 20:00:44
0,0,0,0.8,0,800,0,865645025450129,18.50938448,73.79129313,2015-07-26 20:00:44
0,0,0,0.7,0,700,0,865645025450129,18.50938448,73.79129313,2015-07-26 20:00:44
0,0,0,0.5625,0,562.5,0,865645025450129,18.50938448,73.79129313,2015-07-26 20:00:44
0,0,0,0.4,0,400,0,865645025450129,18.50938448,73.79129313,2015-07-26 20:00:44
0,0,0,0.3,0,300,0,865645025450129,18.50938448,73.79129313,2015-07-26 20:00:44
0,0,0,0.3,0,300,0,865645025450129,18.50938448,73.79129313,2015-07-26 20:00:44
0,0,0,0.1375,0,137.5,0,865645025450129,18.50938448,73.79129313,2015-07-26 20:00:44
0,0,0,0.1375,0,137.5,0,865645025450129,18.50938448,73.79129313,2015-07-26 20:00:45
0,0,0,0.1375,0,137.5,0,865645025450129,18.50938448,73.79129313,2015-07-26 20:00:45
0,0,0,0.1375,0,137.5,0,865645025450129,18.50937041,73.79128923,2015-07-26 20:00:45
0,0,0,0.1375,0,137.5,0,865645025450129,18.50937041,73.79128923,2015-07-26 20:00:45
0,0,0,0.1375,0,137.5,0,865645025450129,18.50937041,73.79128923,2015-07-26 20:00:45
0,0,0,0.1375,0,137.5,0,865645025450129,18.50937041,73.79128923,2015-07-26 20:00:45
0,0,0,0.1375,0,137.5,0,865645025450129,18.50937041,73.79128923,2015-07-26 20:00:45
0,0,0,0.1375,0,137.5,0,865645025450129,18.50937041,73.79128923,2015-07-26 20:00:46
0,0,0,0.1375,0,137.5,0,865645025450129,18.50937041,73.79128923,2015-07-26 20:00:46
0,0,0,0.1375,0,137.5,0,865645025450129,18.50937041,73.79128923,2015-07-26 20:00:46
0,0,0,0,0,0,0,865645025450129,18.50937041,73.79128923,2015-07-26 20:00:46
0,0,0,0,0,0,0,865645025450129,18.50937041,73.79128923,2015-07-26 20:00:46
0,0,0,0,0,0,0,865645025450129,18.50937041,73.79128923,2015-07-26 20:00:46
0,0,0,0,0,0,0,865645025450129,18.50937041,73.79128923,2015-07-26 20:00:46
0,0,0,0,0,0,0,865645025450129,18.50937041,73.79128923,2015-07-26 20:00:46
0,0,0,0,0,0,0,865645025450129,18.50937041,73.79128923,2015-07-26 20:00:47
0,0,0,0,0,0,0,865645025450129,18.50937041,73.79128923,2015-07-26 20:00:47
0,0,0,0,0,0,0,865645025450129,18.50937041,73.79128923,2015-07-26 20:00:47
0,0,0,0,0,0,0,865645025450129,18.50935939,73.79128587,2015-07-26 20:00:47
0,0,0,0,0,0,0,865645025450129,18.50935939,73.79128587,2015-07-26 20:00:47
0,0,0,0,0,0,0,865645025450129,18.50935939,73.79128587,2015-07-26 20:00:47
0,0,0,0,0,0,0,865645025450129,18.50935939,73.79128587,2015-07-26 20:00:47
0,0,0,0,0,0,0,865645025450129,18.50935939,73.79128587,2015-07-26 20:00:47
0,0,0,0,0,0,0,865645025450129,18.50935939,73.79128587,2015-07-26 20:00:47
0,0,0,0,0,0,0,865645025450129,18.50935939,73.79128587,2015-07-26 20:00:48
0,0,0,0,0,0,0,865645025450129,18.50934915,73.79129458,2015-07-26 20:00:48
0,0,0,0,0,0,0,865645025450129,18.50934915,73.79129458,2015-07-26 20:00:48
0,0,0,0,0,0,0,865645025450129,18.50934915,73.79129458,2015-07-26 20:00:48
0,0,0,0,0,0,0,865645025450129,18.50934915,73.79129458,2015-07-26 20:00:48
0,0,0,0,0,0,0,865645025450129,18.50934915,73.79129458,2015-07-26 20:00:48
0,0,0,0,0,0,0,865645025450129,18.50934915,73.79129458,2015-07-26 20:00:48
0,0,0,0,0,0,0,865645025450129,18.50934915,73.79129458,2015-07-26 20:00:48
0,0,0,0,0,0,0,865645025450129,18.50934915,73.79129458,2015-07-26 20:00:49
0,0,0,0,0,0,0,865645025450129,18.50934915,73.79129458,2015-07-26 20:00:49
0,0,0,0,0,0,0,865645025450129,18.50934915,73.79129458,2015-07-26 20:00:49
0,0,0,0,0,0,0,865645025450129,18.50934915,73.79129458,2015-07-26 20:00:49
0,0,0,0,0,0,0,865645025450129,18.50934915,73.79129458,2015-07-26 20:00:51
0,0,0,0,0,0,0,865645025450129,18.50929559,73.7913196,2015-07-26 20:00:52
0,0,0,0,0,0,0,865645025450129,18.50930309,73.7913206,2015-07-26 20:00:53
0,0,0,0,0,0,0,865645025450129,18.50930309,73.7913206,2015-07-26 20:00:54
0,0,0,0,0,0,0,865645025450129,18.50928736,73.79132349,2015-07-26 20:00:56
0,0,0,0,0,0,0,865645025450129,18.50883299,73.79157049,2015-07-26 20:01:20
0,0,0,0,0,0,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:22
0,0,0,0,0,0,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:23
0,0,0,0,0,0,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:24
0,0,0,0,0,0,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:24
0,0,0,0,0,0,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:25
0,0,0,0,0,0,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:25
0,0,0,0,0,0,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:25
0,0,0,0,0,0,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:25
0,0,0,0,0,0,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:25
0,0,0,0,0,0,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:26
0,0,0,0,0,0,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:26
0,0,0,0,0,0,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:26
0,0,0,0,0,0,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:27
0,0,0,1.7375,0,1737.5,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:30
0,0,0,1.3,0,1300,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:34
0,0,0,1.2375,0,1237.5,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:34
0,0,0,1.2375,0,1237.5,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:35
0,0,0,1.2375,0,1237.5,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:36
0,0,0,1.2375,0,1237.5,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:36
0,0,0,1.25,0,1250,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:36
0,0,0,1.25,0,1250,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:36
0,0,0,1.25,0,1250,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:37
0,0,0,1.25,0,1250,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:37
0,0,0,1.25,0,1250,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:37
0,0,0,1.2625,0,1262.5,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:37
0,0,0,1.25,0,1250,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:37
0,0,0,1.25,0,1250,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:38
0,0,0,1.25,0,1250,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:38
0,0,0,1.2375,0,1237.5,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:38
0,0,0,1.25,0,1250,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:39
0,0,0,1.2375,0,1237.5,0,865645025450129,18.50880467,73.79161005,2015-07-26 20:01:39
0,0,0,1.2375,0,1237.5,0,865645025450129,18.50888645,73.79164072,2015-07-26 20:01:41
0,0,0,1.2,0,1200,0,865645025450129,18.50888645,73.79164072,2015-07-26 20:01:41
0,0,0,1.2125,0,1212.5,0,865645025450129,18.50888645,73.79164072,2015-07-26 20:01:41
0,0,0,1.1875,0,1187.5,0,865645025450129,18.50888645,73.79164072,2015-07-26 20:01:41
